run	success	duration	cost	Ksc_tir	TIR2TM_k	KI__TMEX_k	LI__TMEX_k	GU__TMEXC_k	message	x	x0
22	True	21.846417665481567	643.7424764941707	0.0003284890536033426	0.0006782720470435979	0.0191953690449852	0.003949307625018046	0.0003920629361513939	`xtol` termination condition is satisfied.	[0.00032849 0.00067827 0.01919537 0.00394931 0.00039206]	"[2.16510026e-04 4.33559375e-06 1.61207872e-03 7.62559843e-02
 7.57886991e-04]"
28	True	19.75888705253601	643.7945394586701	0.00033212512031301667	0.0006712098017983367	0.03321152307903478	0.006793378692939734	0.0003537107516318196	`xtol` termination condition is satisfied.	[0.00033213 0.00067121 0.03321152 0.00679338 0.00035371]	"[1.42592039e-06 3.72687720e-02 8.36479811e-03 5.66765799e-04
 1.87081799e-03]"
85	True	23.287405014038086	644.211291834572	0.00032455768628119507	0.0006740086359792414	0.03273154709695922	0.0066375304696657455	0.0003221499091597387	`xtol` termination condition is satisfied.	[0.00032456 0.00067401 0.03273155 0.00663753 0.00032215]	"[2.18504866e-03 2.44216139e-03 3.16028055e-02 1.90449551e-05
 1.07473107e-04]"
13	True	23.29387664794922	644.5734765572331	0.00033849771836969543	0.0006722969462346741	0.006764216962337699	0.001517091093496377	0.00028882804316443614	`xtol` termination condition is satisfied.	[0.0003385  0.0006723  0.00676422 0.00151709 0.00028883]	"[1.03568411e-04 5.34592822e-05 3.34167135e-05 1.90778160e-06
 6.02017094e-03]"
41	True	24.371503591537476	644.7085341743419	0.0003234707983511287	0.0006758455078267988	0.007899229948409647	0.001388687263066887	0.0004349911897772952	`xtol` termination condition is satisfied.	[0.00032347 0.00067585 0.00789923 0.00138869 0.00043499]	"[2.39104098e-03 2.29040926e-03 9.99503724e-02 1.11441483e-05
 2.43665413e-05]"
45	True	25.720858812332153	645.197255990119	0.00031988518241796073	0.0006765892729171082	0.008938775141522694	0.0018566579950234678	0.00033173985282489263	`xtol` termination condition is satisfied.	[0.00031989 0.00067659 0.00893878 0.00185666 0.00033174]	"[3.03621737e-03 9.34663850e-03 1.92244926e-05 6.19756662e-05
 2.22301522e-06]"
1	True	12.424615144729614	646.0118263157513	0.0003107367404705037	0.0006839273896111827	0.02039553971794133	0.0034835245808966663	0.00032514210687305804	`xtol` termination condition is satisfied.	[0.00031074 0.00068393 0.02039554 0.00348352 0.00032514]	[0.00038081 0.00091926 0.00938347 0.00784416 0.00294   ]
6	True	18.105063438415527	646.182613779602	0.0003133446725657848	0.0006832990603731318	0.004811319390504884	0.0010010717566631406	0.0002962636587431596	`xtol` termination condition is satisfied.	[0.00031334 0.0006833  0.00481132 0.00100107 0.00029626]	"[4.55370499e-05 7.35007309e-05 1.08522196e-02 2.10128892e-04
 1.03219852e-06]"
10	True	22.89010977745056	646.661669674593	0.00030666762112378397	0.0006872506190186252	0.010497231304164406	0.002421068461327108	0.0002877682587974559	`xtol` termination condition is satisfied.	[0.00030667 0.00068725 0.01049723 0.00242107 0.00028777]	"[6.02433603e-06 2.28546851e-05 7.48113575e-02 1.27364984e-02
 4.13039951e-03]"
57	True	24.219917058944702	646.7775214626677	0.0003249517452031724	0.0006747989566996769	0.0022531212049249727	0.0004923079438383914	0.0002681533957316501	`xtol` termination condition is satisfied.	[0.00032495 0.0006748  0.00225312 0.00049231 0.00026815]	"[1.80938074e-06 2.22070880e-06 1.01049247e-06 1.20771626e-04
 2.42932484e-02]"
