study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_se	mean_sd	comments	timeraw	mean_unit	value_unit
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	288.0	hr		41.8399624177889	43.8787973692452	2.0388349514563	4.99410530082005		287.225806451613	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	312.0	hr		44.4127779517695	46.6457876605073	2.2330097087378	5.46973437708849		311.225806451613	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	336.0	hr		47.0826808643908	49.5098653304102	2.4271844660194	5.94536345335719		335.225806451613	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	360.0	hr		49.3642342624491	52.0826808643908	2.7184466019417	6.65880706775998		359.225806451613	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	384.0	hr		51.6457876605073	54.5584090197306	2.91262135922329	7.13443614402865		383.225806451613	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	408.0	hr		53.5389915440024	56.6457876605073	3.1067961165049	7.61006522029736		407.225806451613	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	432.0	hr		55.3351080488568	58.6360789226432	3.3009708737864	8.08569429656581		431.225806451613	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	456.0	hr		57.1312245537112	60.4274976511117	3.2962730974005	8.07418714149466		455.225806451613	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	480.0	hr		58.4419041653617	61.9370497964296	3.4951456310679	8.56132337283426		479.225806451613	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	504.0	hr		59.8449733792671	63.1506420294393	3.30566865017219	8.09720145163669		502.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	528.0	hr		61.0585656122768	64.4613216410898	3.40275602881299	8.33501598977104		526.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	552.0	hr		62.3739430003131	65.5731287190729	3.1991857187598	7.83637260336056		551.225806451613	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	576.0	hr		63.3886626996554	66.6896335734418	3.3009708737864	8.08569429656581		574.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	600.0	hr		64.4080801753836	67.70905104917	3.3009708737864	8.08569429656581		598.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	624.0	hr		65.2333228938302	68.5342937676166	3.3009708737864	8.08569429656581		622.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	648.0	hr		66.0585656122768	69.4566238647039	3.39805825242711	8.32350883469994		646.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	672.0	hr		66.8838083307234	70.1847792045098	3.3009708737864	8.08569429656581		670.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	696.0	hr		67.6119636705292	70.9129345443156	3.3009708737864	8.08569429656581		694.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	720.0	hr		68.1459442530534	71.5440025054806	3.39805825242721	8.32350883470018		718.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	744.0	hr		68.8740995928593	72.1750704666457	3.30097087378641	8.08569429656584		742.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	768.0	hr		69.4080801753835	72.9032258064515	3.495145631068	8.5613233728345		766.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	792.0	hr		69.9420607579078	73.340119010335	3.39805825242721	8.32350883470018		790.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	816.0	hr		70.4760413404321	73.9711869715	3.4951456310679	8.56132337283426		814.451612903226	percent	percent
Martin2024		all	6.0	TIRC14	recovery	tirzepatide_and_metabolites_c14	urine	HPLC MS/MS	recovery_urine_TIRC14	840.0	hr		70.9129345443156	74.5051675540243	3.59223300970869	8.79913791096858		838.451612903226	percent	percent
